Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
41962621,Elevation,Stephen King,"King, Stephen",,,,4,3.67,Simon & Schuster Audio,Audible Audio,4,2018,2018,,10/06/2020,,,read,"I have to admit, this was a great read after a King break. Forgot how good he is at quickly making you connecting with his characters, how instant and easy one can identify and emphatise with them. If you ever want to get someone hooked on King that is a bit squeamish, this is a great book. Lighter version of Thinner, happier implications.",,,1,,,0,,,,,
11721966,Good Strategy Bad Strategy: The Difference and Why It Matters,Richard P. Rumelt,"Rumelt, Richard P.",,307886255,9.78031E+12,0,4.17,Crown Business,ebook,320,2011,2011,,10/03/2021,to-read,to-read (#72),to-read,,,,0,,,0,,,,,
140225,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,006112527X,9.78006E+12,4,4.08,HarperCollins,Hardcover,248,2006,1952,,21/01/2021,,,read,,,,1,,,0,,,,,
121749,"Prince Caspian (Chronicles of Narnia, #2)",C.S. Lewis,"Lewis, C.S.",,000720230X,9.78001E+12,5,3.97,HarperCollins Publishers,Hardcover,240,2005,1951,,21/01/2021,,,read,,,,1,,,0,,,,,
18337259,A Game of Thrones #1,Daniel Abraham,"Abraham, Daniel","George R.R. Martin, Tommy Patterson",,9.78035E+12,5,4.62,Bantam,ebook,32,2011,2011,,21/01/2021,,,read,,,,1,,,0,,,,,
1126719,House of Suns,Alastair Reynolds,"Reynolds, Alastair",,575099127,9.78058E+12,4,4.21,Gollancz,Paperback,512,2010,2008,,21/01/2021,,,read,,,,1,,,0,,,,,
149063,The Sands of Mars,Arthur C. Clarke,"Clarke, Arthur C.",,553290959,9.78055E+12,0,3.73,Bantam Spectra,Mass Market Paperback,229,1991,1951,,21/01/2021,to-read,to-read (#71),to-read,,,,0,,,0,,,,,
76740,The Demolished Man,Alfred Bester,"Bester, Alfred",,1857988221,9.78186E+12,0,3.99,Millennium,Paperback,250,1999,1953,,21/01/2021,to-read,to-read (#70),to-read,,,,0,,,0,,,,,
5472,Animal Farm / 1984,George Orwell,"Orwell, George",Christopher Hitchens,,,5,4.29,Houghton Mifflin Harcourt,Hardcover,400,2003,1948,,21/01/2021,,,read,,,,1,,,0,,,,,
41150002,"Apusul (Terra XXI, #2)",Adrian Mihaltianu,"Mihaltianu, Adrian",,,9.78606E+12,5,4.5,Nemira,Paperback,626,2018,2018,,21/01/2021,,,read,,,,1,,,0,,,,,
35068977,"Epoca Inocenţei (Terra XXI, #1)",Adrian Mihaltianu,"Mihaltianu, Adrian",,6067589044,9.78607E+12,5,4.14,Nemira,Paperback,360,2017,2012,,21/01/2021,,,read,,,,1,,,0,,,,,
32801366,Arhanghelul Raul,Ovidiu Eftimie,"Eftimie, Ovidiu",,6067587718,9.78607E+12,5,3.83,Nemira,Paperback,174,2016,2016,,26/12/2020,,,read,"O incercare foarte reusita de a copia un stil care inca nu se bucura de o foarte mare popularitate in romania, anume auto-ironia nationala cu ajutorul unei povesti gogomane in stil SF. Caragiale meets Douglas Adams si ghidul autostopistului galactic.<br/>O lectura de o dupa-amiaza, usoara, amuzanta pe alocuri care castiga 5 stele in loc de 4 doar pentru originalitatea cu care l-a copiat pe Adams si a adaptat stereotipurile pentru Romania. Voi continua sa citesc lecturi mai serioase de la el cand imi voi pune mana pe el, este un autor cu potential.",,,1,,,0,,,,,
39295912,Blowing the Bloody Doors Off: And Other Lessons in Life,Michael Caine,"Caine, Michael",,1549173219,9.78155E+12,3,3.86,Hachette Books,Audiobook,,2018,2018,,24/12/2020,,,read,,,,1,,,0,,,,,
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,807083690,9.78081E+12,4,4.27,Beacon Press,Paperback,287,2004,1979,,24/12/2020,,,read,"Great fantasy to read, feels truly well documented and spares no detail in transporting you to that age. Was not a big fan of the ending but it did seem like the only possible outcome.",,,1,,,0,,,,,
27543,Artificial Intelligence: A Modern Approach,Stuart Russell,"Russell, Stuart",Peter Norvig,137903952,9.78014E+12,0,4.18,Prentice Hall,Hardcover,1132,2002,1994,,26/11/2020,to-read,to-read (#69),to-read,,,,0,,,0,,,,,
485812,Broca's Brain: Reflections on the Romance of Science,Carl Sagan,"Sagan, Carl",,345336895,9.78035E+12,0,4.04,Ballantine Books,Mass Market Paperback,398,1986,1979,,26/11/2020,to-read,to-read (#68),to-read,,,,0,,,0,,,,,
68333,"Beggars in Spain (Sleepless, #1)",Nancy Kress,"Kress, Nancy",,60733489,9.78006E+12,5,3.94,Harper Voyager,Paperback,400,2004,1993,,23/11/2020,,,read,"Truly great piece of work, all the prizes were well deserved",,,1,,,0,,,,,
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,765342405,9.78077E+12,4,4.3,Starscape,Paperback,469,2002,1999,,08/11/2020,,,read,,,,1,,,0,,,,,
54615879,The Original,Brandon Sanderson,"Sanderson, Brandon","Mary Robinette Kowal, Julia Whelan",,,0,3.85,Recorded Books,Audiobook,4,2020,2020,,08/11/2020,to-read,to-read (#67),to-read,,,,0,,,0,,,,,
1170158,"The Earthsea Trilogy (Earthsea Cycle, #1-3)",Ursula K. Le Guin,"Guin, Ursula K. Le",,140050930,9.78014E+12,5,4.27,Penguin Books Limited,Paperback,478,1979,1972,09/06/2019,09/06/2019,,,read,,,,1,,,0,,,,,
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,,,5,3.98,William Morrow,Kindle Edition,880,2015,2015,09/06/2019,17/04/2019,,,read,,,,2,,,0,,,,,
25454056,"Sword of Destiny (The Witcher, #0.7)",Andrzej Sapkowski,"Sapkowski, Andrzej",David A French,,,0,4.28,Orbit,Kindle Edition,384,2015,1992,,08/11/2020,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
40603587,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,,,4,4.12,Orbit,Kindle Edition,360,2008,1993,08/11/2020,03/11/2020,,,read,,,,1,,,0,,,,,
218427,"Gateway (Heechee Saga, #1)",Frederik Pohl,"Pohl, Frederik",,345475836,9.78035E+12,5,4.07,Del Rey,Paperback,278,2004,1977,03/11/2020,10/09/2020,,,read,,,,1,,,0,,,,,
25744928,Deep Work: Rules for Focused Success in a Distracted World,Cal Newport,"Newport, Cal",,1455586692,9.78146E+12,4,4.19,Grand Central Publishing,Hardcover,296,2016,2016,03/11/2020,10/09/2020,,,read,,,,1,,,0,,,,,
51456672,"Entanglements: Tomorrow's Lovers, Families, and Friends",Sheila Williams,"Williams, Sheila",,026253925X,9.78026E+12,5,3.75,MIT Press,Paperback,240,2020,,,03/11/2020,,,read,,,,1,,,0,,,,,
1228321,Mirkheim,Poul Anderson,"Anderson, Poul",,425058638,9.78043E+12,3,3.59,Berkley,Paperback,,1983,1977,,26/10/2020,,,read,,,,1,,,0,,,,,
11607,The Running Man,Richard Bachman,"Bachman, Richard",Stephen King,451197968,9.78045E+12,0,3.88,Signet,Paperback,317,1999,1982,,11/10/2020,to-read,to-read (#66),to-read,,,,0,,,0,,,,,
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,446675504,9.78045E+12,0,4.17,Grand Central Publishing,Paperback,345,2000,1993,,11/10/2020,to-read,to-read (#65),to-read,,,,0,,,0,,,,,
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,140185852,9.78014E+12,0,3.91,Penguin Classics,Paperback,226,1993,1920,,11/10/2020,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,,,0,4.2,Broad Reach Publishing,Kindle Edition,509,2012,2012,,11/10/2020,to-read,to-read (#63),to-read,,,,0,,,0,,,,,
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins",930289234,9.78093E+12,0,4.37,DC Comics,Paperback,416,2005,1987,,11/10/2020,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
5805,V for Vendetta,Alan Moore,"Moore, Alan",David   Lloyd,1401207928,9.7814E+12,0,4.25,Vertigo,Hardcover,296,2005,1990,,11/10/2020,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
320571,Nebula Winners Fifteen,Frank Herbert,"Herbert, Frank","Jack Dann, George R.R. Martin, Barry B. Longyear, Edward Bryant, Joanna Russ, Orson Scott Card, Vonda N. McIntyre, Ben Bova",60148306,9.78006E+12,5,3.85,HarperCollins Publishers,Hardcover,256,1981,1981,,20/09/2020,,,read,"Very very powerful stories, this is what SF should be about.",,,1,,,0,,,,,
45256,"The Nano Flower (Greg Mandel, #3)",Peter F. Hamilton,"Hamilton, Peter F.",,812577698,9.78081E+12,0,4.02,Tor Science Fiction,Mass Market Paperback,608,1999,1995,,10/09/2020,,,read,,,,1,,,0,,,,,
674280,"The Timekeeper Conspiracy (Time Wars, #2)",Simon Hawke,"Hawke, Simon",,1584450541,9.78158E+12,0,3.9,Pulpless.com,Paperback,248,1999,1984,,10/09/2020,,,read,,,,1,,,0,,,,,
302702,Mirrorshades: The Cyberpunk Anthology,Bruce Sterling,"Sterling, Bruce","William Gibson, Paul Di Filippo, Lewis Shiner, Tom Maddox, Pat Cadigan, Rudy Rucker, Marc Laidlaw, James Patrick Kelly, Greg Bear, John Shirley",,,0,3.95,Ace,Paperback,239,1988,1986,10/09/2020,23/05/2020,,,read,,,,1,,,0,,,,,
51801337,The Constant Rabbit,Jasper Fforde,"Fforde, Jasper",,1444763628,9.78144E+12,0,4.11,Hodder & Stoughton ,Hardcover,307,2020,2020,,31/08/2020,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
49867186,The Left-Handed Booksellers of London,Garth Nix,"Nix, Garth",,006268325X,9.78006E+12,0,3.94,Katherine Tegen Books,Hardcover,416,2020,2020,,31/08/2020,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
48643567,The Doors of Eden,Adrian Tchaikovsky,"Tchaikovsky, Adrian",,,9.78151E+12,0,3.9,Tor,ebook,,2020,2020,,31/08/2020,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
50353740,Set My Heart to Five,Simon Stephenson,"Stephenson, Simon",,1335551204,9.78134E+12,0,3.85,Hanover Square Press,Hardcover,448,2020,2020,,31/08/2020,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
50891732,Fifty in Reverse,Bill Flanagan,"Flanagan, Bill",,1982152672,9.78198E+12,0,3.87,Tiller Press,Hardcover,208,2020,2020,,31/08/2020,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
45250,"A Quantum Murder (Greg Mandel, #2)",Peter F. Hamilton,"Hamilton, Peter F.",,812555244,9.78081E+12,4,3.97,Tor Books,Mass Market Paperback,375,1998,1994,,23/08/2020,,,read,,,,1,,,0,,,,,
45253,"Mindstar Rising (Greg Mandel, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,812590562,9.78081E+12,5,3.92,Tor Books,Mass Market Paperback,432,1997,1993,,23/08/2020,,,read,"Brilliantly paced book, can keep you hooked well into the night past your normal bedtime.<br/>The distopian future it presents is really lightweight in terms of ""wow"" factor, which really makes it all the more real. The author does not dwell on it but it really helps build the overall picture and can really see it come into play and shape the actions of characters as well as the overall action of the book.<br/>Not light but not excessively hard SF from the author of highly acclaimed space epics, a bit closer to home.<br/>Definitely a read if you feel you need a classic scifi read, great actions and evolving characters and also how scary close we are to achieving the narative written almost two decades ago.",,,1,,,0,,,,,
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,1447273281,9.78145E+12,0,4.27,PanMacmillan,Hardcover,600,2015,2015,,15/08/2020,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
38822981,"Seven Devils (Seven Devils, #1)",Laura Lam,"Lam, Laura",Elizabeth May,756415802,9.78076E+12,0,4.04,DAW,Hardcover,448,2020,2020,,15/08/2020,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
45422268,The Vanished Birds,Simon Jimenez,"Jimenez, Simon",,593128982,9.78059E+12,0,4.11,Del Rey Books,Hardcover,391,2020,2020,,15/08/2020,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
35074096,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",Stephen Fry,"Fry, Stephen",,718188721,9.78072E+12,0,4.26,Michael Joseph,Hardcover,416,2017,2017,,21/07/2020,,,read,,,,1,,,0,,,,,
9579634,"Prince of Thorns (The Broken Empire, #1)",Mark  Lawrence,"Lawrence, Mark",,7423292,9.78001E+12,0,3.85,Voyager,Hardcover,373,2011,2011,,21/07/2020,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
36342017,"Vicious (Villains, #1)",V.E. Schwab,"Schwab, V.E.",,125016026X,9.78125E+12,0,4.2,Tor Books,Hardcover,371,2018,2013,,21/07/2020,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
564309,Grimm's Complete Fairy Tales,Jacob Grimm,"Grimm, Jacob",Wilhelm Grimm,760703353,9.78076E+12,0,4.27,Barnes & Nobles Books,Leather Bound,730,2009,1812,,21/07/2020,,,read,,,,1,,,0,,,,,
51633549,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,,,0,4.12,Orbit,Kindle Edition,353,2008,1993,,21/07/2020,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
10803709,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,575097442,9.78058E+12,0,4.17,Gollancz,Paperback,555,2011,2005,,21/07/2020,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
22055262,"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,"Schwab, V.E.",,765376458,9.78077E+12,0,4.07,Tor Books,Hardcover,400,2015,2015,,21/07/2020,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
11203858,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,,,0,4.61,Gollancz,Kindle Edition,1009,2010,2010,,21/07/2020,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,61142026,9.78006E+12,0,4.08,Harper Perennial,Paperback,248,2006,1998,,21/07/2020,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
49128045,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,,,0,4.17,Tor Books,Kindle Edition,753,2019,1990,,21/07/2020,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
6547258,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,575089911,9.78058E+12,0,4.44,Gollancz,Paperback,647,2009,2006,,21/07/2020,,,read,,,,1,,,0,,,,,
112554,Frankestein,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",,9505811497,9.78951E+12,4,3.82,Ediciones Colihue,Paperback,282,2001,1818,17/07/2020,07/07/2020,,,read,,,,1,,,0,,,,,
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,,9.78077E+12,0,4.15,Tor.com,ebook,144,2017,2017,,16/07/2020,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
118028,The Left Hand of Darkness  (Hainish Cycle #4),Ursula K. Le Guin,"Guin, Ursula K. Le",,441478123,9.78044E+12,0,4.08,Ace,Paperback,366,2010,1969,,16/07/2020,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
15839976,"Red Rising (Red Rising Saga, #1)",Pierce Brown,"Brown, Pierce",,345539788,9.78035E+12,0,4.24,Del Rey,Hardcover,382,2014,2014,,16/07/2020,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
2865440,Cat's Cradle,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Benjamin Kunkel,141189347,9.78014E+12,0,4.16,Penguin Classics,Paperback,206,2008,1963,,16/07/2020,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
41817486,A Clockwork Orange,Anthony Burgess,"Burgess, Anthony",,393341763,9.78039E+12,0,3.99,W. W. Norton & Company,Paperback,213,2019,1962,,16/07/2020,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
6288,The Road,Cormac McCarthy,"McCarthy, Cormac",,307265439,9.78031E+12,0,3.97,Alfred A. Knopf,Hardcover,241,2006,2006,,16/07/2020,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
4981,Slaughterhouse-Five,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",,385333846,9.78039E+12,0,4.08,Dial Press,Paperback,275,1999,1969,,16/07/2020,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
36374694,"The Future of Leadership: Rise of Automation, Robotics and Artificial Intelligence",Brigette Tasha Hyacinth,"Hyacinth, Brigette Tasha",,,,4,3.62,MBA Caribbean Organisation,Kindle Edition,327,2017,,07/07/2020,24/06/2020,,,read,"Very good book, full of information about the field and explaining a lot of concepts and events. It is starting to not be as actual as one would want, but it is a good introduction. The leadership part was quite small and not that interesting or innovative. It did give a few good in-context pointers, that I really appreciated.",,,1,,,0,,,,,
25895524,"Red Sister (Book of the Ancestor, #1)",Mark  Lawrence,"Lawrence, Mark",,1101988851,9.7811E+12,0,4.15,Ace,Hardcover,469,2017,2017,07/07/2020,24/06/2020,,,read,,,,1,,,0,,,,,
10100051,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,547572174,9.78055E+12,0,4.01,Mariner Books,Paperback,289,2011,1977,,07/07/2020,,,read,,,,1,,,0,,,,,
149059,A Fall of Moondust,Arthur C. Clarke,"Clarke, Arthur C.",,575073179,9.78058E+12,4,3.89,Gollancz,Paperback,224,2002,1961,24/06/2020,14/06/2020,,,read,,,,1,,,0,,,,,
639873,Butterfly and Hellflower,Eluki bes Shahar,"Shahar, Eluki bes",,1568650485,9.78157E+12,0,4.19,New York Guild America Books,Hardcover,640,1993,1993,,23/06/2020,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
1477299,A Fantasy of Dr. Ox,Jules Verne,"Verne, Jules",Gilbert Adair,1843910675,9.78184E+12,0,3.51,Hesperus Press,Paperback,112,2003,1874,,10/06/2019,,,read,,,,1,,,0,,,,,
13630171,"The Skull Throne (Demon Cycle, #4)",Peter V. Brett,"Brett, Peter V.",,345531485,9.78035E+12,0,4.14,Del Rey,Hardcover,681,2015,2015,,13/06/2020,,,read,,,,1,,,0,,,,,
9268487,"The Daylight War (Demon Cycle, #3)",Peter V. Brett,"Brett, Peter V.",,345503821,9.78035E+12,0,4.21,Random House Del Ray,Hardcover,639,2013,2013,,13/06/2020,,,read,,,,1,,,0,,,,,
6736971,"The Desert Spear (Demon Cycle, #2)",Peter V. Brett,"Brett, Peter V.",,345503813,9.78035E+12,0,4.19,Del Rey,Capa dura,579,2010,2010,,13/06/2020,,,read,,,,1,,,0,,,,,
45169408,Menace of the Machine: The Rise of AI in Classic Science Fiction (British Library Science Fiction Classics),Mike Ashley,"Ashley, Mike",,712352422,9.78071E+12,5,3.91,British Library Publishing,Paperback,352,2019,,02/06/2020,02/06/2020,,,read,"Really good to see the wide diversity of themes that were available in the long ago years. Great introduction with a lot of books being added to my wish list. Great stories, great authors!",,,1,,,0,,,,,
